name,color,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,birthday
Large,tabby,Female,France,4,4,6,5,1,3,651-3872526,06/04/2001
Nero,salt and pepper,Male,Germany,4,5,5,4,1,5,651-4485226,03/21/2012
Miss Moneypenny,grey and black,Male,France,5,1,7,7,1,3,651-3168778,12/15/2014
Clotilda,orange,Male,Thailand,2,2,6,6,3,2,651-7357814,05/08/2009
Macaroni,striped,Male,France,1,6,6,4,3,3,651-6444112,03/10/2016
Kramer,peaches and cream,Male,USA,3,1,6,7,6,7,651-7791791,07/27/2019
Reynard,peaches and cream,Male,China,3,2,6,6,3,6,651-1798360,07/04/2014
Noodle,grey and brown,Male,UK,1,7,3,1,1,1,651-4073683,06/01/2010
Mia,orange,Male,Canada,2,2,7,7,2,6,651-7485494,07/15/2009
Mittens,tabby,Male,France,1,2,6,7,2,2,651-1507103,08/23/2018
Richochet,butterscotch,Female,Germany,1,7,6,7,1,2,651-2003900,07/17/2013
Heartbreaker,striped,Male,China,7,1,7,7,1,1,651-5523173,02/20/2011
Barkney Spears,tabby,Male,UK,6,5,2,2,1,7,651-1577035,04/17/2013
Rosalind,grey,Female,Canada,1,5,5,5,3,5,651-3410811,11/15/2018
Anna,tabby,"",China,5,7,3,2,1,2,651-5753149,02/19/2011
Hercules,tabby,Female,Spain,2,1,6,7,1,2,651-3127820,02/28/2001
Germaine,grey,Female,Spain,1,2,6,5,3,4,651-9002815,08/06/2009
Enid,salt and pepper,Female,Spain,1,3,5,6,1,3,651-5873294,01/01/2002
Gale,grey and black,Female,Spain,1,1,5,7,2,5,651-2009366,12/20/2017
Phu-Kat,peaches and cream,Female,UK,1,4,6,3,1,2,651-6379702,04/02/2014
Kenny,grey,Unsure,USA,1,6,3,2,1,2,651-5224851,03/24/2012
Elvira,orange,Male,UK,1,1,7,7,1,6,651-4110046,03/07/2015
Woodstock,butterscotch,Female,USA,1,1,5,6,2,3,651-7569641,02/08/2001
Sniff,tabby,Female,Thailand,2,2,5,4,1,4,651-1788076,05/03/2003
Chic,butterscotch,Female,Peru,1,2,5,6,5,2,651-5468589,12/29/2009
Avalon,peaches and cream,Male,USA,3,5,5,3,2,3,651-6682655,12/03/2017
James,grey and brown,Male,France,3,5,4,6,4,2,651-2642335,01/08/2013
Dippy,grey and black,Female,Spain,1,6,6,3,1,1,651-7161948,12/16/2003
Speed Bump,orange,Female,China,2,5,7,5,1,7,651-4682030,06/23/2001
Cinnamon,striped,Male,New Zealand,1,4,6,6,1,1,651-6839472,11/05/2009
Morrison,butterscotch,Male,Australia,7,6,5,3,1,7,651-3692479,04/21/2011
Siobhan,white,Male,Peru,1,1,6,7,1,6,651-8186022,08/02/2018
Bakerloo,salt and pepper,Female,Thailand,3,5,5,3,5,3,651-3519588,09/27/2013
Nuts,salt and pepper,Male,UK,2,4,6,5,2,3,651-5643880,03/31/2008
Fluffy,black,Male,New Zealand,4,6,5,2,2,4,651-2749591,06/14/2014
Jasper,grey and brown,Female,China,4,3,5,5,2,6,651-3267874,05/25/2003
Jaeger,tabby,Male,Australia,2,6,3,2,1,3,651-2784391,06/16/2003
Sir Sheds-A-Lot,salt and pepper,Male,Thailand,2,2,6,6,3,1,651-3561538,09/03/2008
Tiki,tabby,Female,France,1,1,6,7,6,4,651-5085805,10/21/2011
Lucian,brown,Male,USA,1,1,7,6,1,1,651-7662728,07/22/2006
Jason,grey and black,Female,France,5,3,7,7,5,3,651-3939734,11/23/2017
Indy,grey and brown,Male,Thailand,1,1,6,6,1,4,651-2942184,06/26/2009
Ada,striped,Male,Thailand,7,1,1,1,1,7,651-8659569,09/10/2014
Quidditch,grey and brown,Male,UK,1,1,7,7,5,5,651-3162644,10/02/2017
Winston,tabby,Female,Thailand,2,2,6,6,1,5,651-6871860,12/18/2003
Gallagher,salt and pepper,Female,Peru,1,2,5,6,1,5,651-7362189,05/30/2009
Peggy,brown,"",Canada,2,4,4,5,3,3,651-6200650,10/24/2006
Chester-Ester,white,Female,Peru,4,7,7,5,5,2,651-3059921,03/29/2010
Casanova,grey,Male,China,1,1,6,2,1,3,651-3310712,10/22/2014
Kingston,grey and brown,Female,Spain,1,2,7,7,6,1,651-5161487,08/11/2013
Bashful,butterscotch,Male,Peru,1,5,7,5,1,7,651-6353882,02/26/2012
Jean Luc Picat,grey and brown,Male,Germany,3,5,6,7,1,7,651-4194298,06/26/2006
Sniper,orange,Male,UK,7,1,1,3,1,3,651-6708731,09/03/2008
Aspen,butterscotch,Male,USA,1,1,5,7,1,2,651-2405851,03/21/2015
Kopy Cat,grey and black,Female,Australia,4,4,6,5,5,7,651-6129318,06/21/2017
Asa,butterscotch,Male,Germany,2,1,5,5,3,3,651-8454800,05/19/2017
Anastasia,white,Female,Thailand,1,1,7,7,7,1,651-8553189,02/25/2017
Wuffy,grey and black,Female,China,6,2,2,3,1,7,651-4505139,08/18/2014
Kingston,tabby,Male,Spain,2,7,6,7,1,6,651-4811815,04/09/2017
Sarah,brown,Male,Thailand,5,3,5,5,2,2,651-6894746,06/23/2013
Migraine,tabby,Male,Australia,4,1,5,7,4,4,651-3082801,02/02/2007
Tibby,white,Female,Thailand,2,4,6,7,1,4,651-8079317,03/14/2015
Leprechaun,orange,Male,China,2,5,6,1,1,3,651-1759834,06/17/2011
Baubles,salt and pepper,Female,UK,4,2,5,6,2,2,651-8873251,05/29/2003
Eightball,grey,Male,Germany,5,3,4,4,3,4,651-8401224,04/15/2005
Twinkie,tabby,Female,Spain,2,4,2,3,1,6,651-6062000,10/11/2005
Amethyst,grey and black,Male,Thailand,1,3,5,6,1,5,651-2533252,01/08/2003
Angostura,brown,Male,USA,1,1,7,6,1,2,651-4760877,12/21/2017
Isabellick,white,Female,Thailand,2,3,3,6,4,6,651-6496879,09/21/2004
Fluffy George,grey and black,Female,Thailand,5,1,1,7,7,7,651-2595668,11/06/2003
Booth,black,Male,Spain,1,5,5,4,5,3,651-4117385,03/16/2012
Claret,grey and brown,Female,Germany,2,1,6,7,1,5,651-6975106,10/20/2014
Karen,orange,Male,France,2,2,3,4,6,6,651-5557465,03/14/2008
Toonces,grey and black,Male,Peru,4,3,7,7,4,7,651-2108926,12/17/2015
Peace,grey,Male,China,1,7,1,1,1,7,651-4005205,05/14/2005
Canyon,grey and black,Female,Thailand,2,7,7,2,7,2,651-3720484,08/26/2018
Peppa,salt and pepper,Male,Peru,4,3,7,6,1,6,651-4017518,11/03/2013
Jaclyn,grey and brown,Female,UK,1,5,7,5,1,5,651-2382409,07/13/2018
Cookie,salt and pepper,Female,USA,1,4,4,7,3,1,651-2975379,12/15/2000
Sassy,brown,Female,UK,1,3,7,5,1,4,651-3626536,10/22/2004
Stormy,brown,Female,Germany,1,6,6,1,1,2,651-3306106,09/24/2014
Cilla,striped,Female,Australia,5,4,2,3,1,3,651-3916929,03/07/2008
Chinwag,white,Male,New Zealand,4,1,6,6,3,2,651-2006127,01/10/2012
Buggers,grey,Female,Spain,1,2,6,5,1,2,651-5659898,07/16/2014
Adissechen,peaches and cream,Male,Spain,1,2,7,6,1,1,651-5604677,12/08/2015
Sergei,grey and black,Female,Thailand,1,6,4,3,4,6,651-5001994,06/22/2000
Chompz,orange,Female,Germany,1,7,5,1,2,2,651-6100447,05/04/2006
Fluffy George,grey and black,Male,Germany,1,5,5,3,1,7,651-6876161,06/04/2005
Jean-Paul,grey and brown,Male,Peru,1,2,6,5,5,2,651-1592573,07/19/2006
Cupcake,butterscotch,Male,Thailand,2,3,4,4,2,5,651-3768483,06/29/2001
Furrgus,white,Male,China,2,1,6,5,1,6,651-4056719,02/20/2016
Mambo,grey and brown,Female,Spain,4,6,5,3,4,3,651-4387094,12/22/2017
Big Boy,brown,Female,Canada,1,7,7,1,1,1,651-2484464,11/18/2005
Liszt,salt and pepper,Male,New Zealand,5,2,5,5,1,6,651-1984816,05/14/2018
Marcus,white,Female,China,1,2,3,6,2,5,651-3998032,09/15/2007
Amira,orange,Female,Germany,5,5,3,3,1,2,651-7391765,04/05/2005
Genny,salt and pepper,Male,Spain,1,1,6,7,3,7,651-7993241,09/01/2010
Borden,salt and pepper,Male,France,1,1,3,5,7,3,651-8086400,08/16/2004
Mia,black,Male,Canada,1,1,6,6,2,2,651-7423639,09/14/2006
Asahi,black,Male,New Zealand,5,2,6,5,1,3,651-2327362,11/20/2006
Mr. Moky,black,Female,Canada,3,3,4,5,6,2,651-2873529,03/10/2019
Foxglove,salt and pepper,Female,Canada,2,6,7,3,1,1,651-8335681,09/04/2015
Cyrus,butterscotch,Male,New Zealand,2,4,5,5,1,1,651-5402278,11/04/2007
Brenda,striped,Male,Peru,1,1,7,7,1,5,651-7564044,12/29/2012
Gwyneth,tabby,Male,UK,3,1,6,1,1,5,651-6729961,12/31/2002
Harvey,white,Male,New Zealand,3,4,3,3,1,4,651-6977230,06/21/2014
Moe,salt and pepper,Male,Canada,1,1,5,7,1,3,651-4465964,04/26/2014
Oswald,tabby,Female,Germany,5,1,5,1,1,3,651-5152921,07/12/2015
Biscuit,white,Male,Thailand,2,5,6,5,2,1,651-3682107,03/29/2014
Dracula,brown,Female,Germany,2,6,4,1,3,4,651-2269899,03/10/2016
Ayesha,butterscotch,Male,Canada,1,2,5,5,1,2,651-4445285,12/24/2003
Piddle Paddle,grey and brown,Male,Germany,2,2,1,5,4,1,651-7106289,04/22/2017
Little girl,brown,Female,Canada,5,1,4,3,1,1,651-1502079,07/29/2009
Eggs,grey and brown,Male,China,2,3,5,5,2,2,651-2208776,01/07/2016
Camelot,peaches and cream,Male,USA,7,1,3,3,1,2,651-8447397,09/05/2014
Sniff,white,Male,Spain,1,6,6,1,1,2,651-5893355,02/21/2008
Anika,butterscotch,Female,Peru,1,1,5,7,1,1,651-4101210,10/17/2005
Courvoisier,grey,Male,Spain,7,5,5,6,1,6,651-7878277,09/13/2002
Tolkien,grey and brown,Female,Peru,1,1,6,6,1,5,651-2309465,09/15/2011
Booger,salt and pepper,Female,Spain,1,2,6,2,1,4,651-1640679,02/03/2015
Koufax,grey,Female,France,1,7,3,3,1,1,651-3977332,10/31/2016
Mohawk,grey,Female,Canada,4,6,2,4,1,4,651-8840865,04/21/2017
Monepenny,tabby,Male,Thailand,2,2,6,6,2,2,651-9016901,01/21/2004
Baby Doll,brown,Male,Germany,4,4,5,5,5,7,651-3745429,05/31/2012
Mushka,tabby,Male,Spain,2,5,5,5,4,3,651-8678117,03/10/2003
Gary,orange,Male,Australia,2,2,3,3,1,1,651-6217687,10/22/2000
Scratches,grey,Female,Germany,1,2,7,7,2,1,651-1889721,10/12/2008
Buffy,orange,Male,France,6,3,3,5,1,4,651-1548623,03/06/2019
Too,orange,Female,New Zealand,5,2,6,7,1,2,651-7001951,06/06/2016
Slobberchops,orange,Male,China,1,1,7,4,1,4,651-3831122,03/12/2019
Bobby,grey and brown,Female,Spain,2,2,5,5,3,3,651-4896214,08/10/2010
Emerald,white,Male,France,2,2,7,6,2,2,651-7107985,01/19/2008
Dracula,grey and black,Male,New Zealand,2,5,6,3,1,1,651-1740867,06/07/2018
Magnificat,orange,Female,Peru,2,4,1,4,1,1,651-7424278,02/05/2007
Joey,orange,Male,USA,1,4,7,6,6,2,651-1589233,06/04/2006
Jelly,black,Male,China,2,7,7,2,1,4,651-6830340,02/20/2018
PK,peaches and cream,Male,Peru,3,5,6,3,1,3,651-8607623,06/24/2000
Sting,grey and brown,Male,Thailand,1,1,7,7,1,1,651-4936844,10/24/2014
Mr. Butters,peaches and cream,Male,USA,3,2,4,7,1,6,651-7756908,12/19/2008
Cashmere,grey and black,Male,Australia,2,3,5,6,5,7,651-6283164,08/25/2011
Lauren,grey and black,Female,Peru,1,1,7,6,1,1,651-3513566,12/27/2018
Aramis,grey and brown,Male,Canada,1,1,4,7,1,1,651-5293500,03/27/2008
Cilla,brown,Male,France,1,3,6,7,1,7,651-1924450,01/01/2002
Gismo,black,Male,New Zealand,1,2,4,7,2,1,651-2000970,04/10/2019
Odette,salt and pepper,Male,Spain,1,7,6,4,1,7,651-6471279,12/03/2003
Kasha,salt and pepper,Male,USA,2,1,7,7,1,7,651-4583645,09/26/2016
Lucifurr,black,Male,Spain,1,1,6,7,1,2,651-5029478,08/06/1999
Jezebel,grey,Male,Germany,3,7,7,7,1,7,651-2363757,11/07/2011
Athelstan,orange,Female,Germany,4,7,3,1,3,6,651-7558925,10/09/2009
Fajita,striped,Female,Peru,4,4,6,6,5,4,651-7998186,11/05/2009
Darin,peaches and cream,Female,France,2,5,2,5,1,1,651-6540960,06/13/2018
Llewellyn,orange,Male,Australia,4,3,4,2,1,1,651-6103581,09/05/2014
Ballyhoo,grey and brown,Female,Australia,4,5,6,1,2,4,651-2314774,12/13/2001
Acapulco,butterscotch,Male,China,1,1,6,7,2,6,651-5593049,08/14/2000
Masaccio,striped,Female,Canada,1,1,6,7,2,5,651-6173536,05/07/2018
Aphrodite,orange,Female,Peru,1,5,6,5,1,2,651-8451750,03/07/2009
Emily Spinach,peaches and cream,Male,France,3,5,3,3,1,6,651-6517876,03/08/2003
Basil,white,Male,UK,3,4,6,5,1,6,651-2037995,09/02/2004
Pushkin,grey and black,Female,Spain,2,3,1,5,1,4,651-8319929,05/23/2001
Meoko,striped,Male,Spain,3,7,2,3,1,3,651-6842521,08/03/2018
Preppie,white,Male,UK,5,1,6,7,1,5,651-1852697,03/03/2008
Clapton,salt and pepper,Male,Australia,2,5,5,5,4,4,651-2596980,09/23/2001
Panzer,black,Female,Australia,2,2,5,6,2,6,651-4909873,06/24/2014
Treasure,brown,Male,Thailand,3,5,6,5,3,2,651-5600541,06/08/2018
Mancini,grey,Female,UK,2,5,7,7,6,5,651-7452157,07/29/2008
Abyaz,grey,Male,France,6,1,3,7,7,1,651-8927463,08/02/2012
Teeto,peaches and cream,Female,Germany,3,1,5,7,1,3,651-2120152,03/03/2014
Arty,peaches and cream,Male,New Zealand,1,7,6,7,2,2,651-3020007,07/06/2016
Flo,brown,Male,USA,6,4,5,5,4,5,651-8135608,12/09/2006
Tiggy,striped,Female,China,1,1,7,7,1,1,651-2494239,02/01/2012
Cromwell,orange,Male,New Zealand,2,5,6,5,1,4,651-7435721,12/08/2015
Yves,butterscotch,Male,France,1,1,6,7,6,2,651-2814808,02/28/2015
Porkchop,grey,Male,New Zealand,1,4,5,4,1,4,651-5712431,03/03/2009
Schubert,grey and black,Male,Thailand,4,6,5,5,1,5,651-1549292,08/21/2016
Orchid,peaches and cream,Female,Spain,2,4,5,5,1,5,651-2754922,08/09/2004
Sarah,white,Male,Canada,7,3,7,6,1,1,651-5447001,03/13/2009
Roy,butterscotch,Male,Thailand,3,1,6,7,1,2,651-6718344,04/15/2015
Cobber,white,Female,Spain,1,1,6,7,1,3,651-1732718,03/17/2012
Rutherford,orange,Female,Germany,3,2,6,6,1,2,651-7758482,09/17/2004
Gershom,striped,Male,Canada,2,6,6,5,2,5,651-8710856,06/21/2010
Sir Launcelot,salt and pepper,Male,France,4,2,5,5,1,3,651-6549629,10/20/2013
Chips,peaches and cream,Male,France,2,3,3,5,1,2,651-2320130,12/08/2005
Harley,grey and black,Male,UK,1,1,6,6,1,4,651-6946770,08/03/2016
Collins,striped,Male,Peru,1,1,5,6,4,4,651-3327437,09/06/2013
Bella,grey,Male,Canada,1,5,7,7,1,5,651-3146527,02/04/2005
Sphinx,butterscotch,Male,Peru,5,5,6,4,6,6,651-2496537,06/08/2009
Utopia,orange,Male,UK,1,4,5,3,1,2,651-5638098,02/14/2013
Tchaikovsky,tabby,Female,Australia,2,2,7,6,2,4,651-7973677,11/14/2013
Minogue,black,Female,USA,1,5,5,5,4,1,651-7714568,11/29/2004
Flex,brown,Male,USA,1,1,7,7,4,7,651-3135660,03/18/2007
Minky,peaches and cream,Female,Canada,5,3,4,5,3,3,651-7720334,10/20/2017
Ambika,tabby,Female,Germany,1,1,6,7,6,1,651-3500761,06/21/2018
Fatso,black,Female,New Zealand,1,3,5,3,4,5,651-5114382,05/08/2006
Cosmic,grey and black,Female,Germany,4,2,5,5,2,4,651-3702546,05/02/1999
Kitty Poppins,tabby,Female,China,1,5,6,3,1,1,651-8428497,01/08/2015
Kitty,black,Female,France,2,1,5,7,1,5,651-8351601,08/16/2001
Whisker,black,Male,UK,1,1,4,7,1,5,651-8707594,02/02/2015
Tao,striped,Male,USA,1,2,7,6,2,2,651-3891632,05/08/2017
Augustus,striped,Male,UK,1,4,2,2,1,3,651-5894763,04/10/2018
Arnold,white,Female,China,6,6,6,2,1,2,651-2069028,11/16/2008
Albertyne,black,Male,UK,1,1,7,7,1,4,651-6532826,09/16/2013
Inkling,grey and brown,Male,USA,1,1,5,7,1,7,651-4708671,10/22/2006
Percy,grey,Female,USA,1,4,2,6,5,5,651-8610083,02/04/2016
Lucifurr,tabby,Female,France,2,3,7,6,4,6,651-7160176,02/07/2010
Duke,black,Female,Thailand,1,2,5,6,4,7,651-1895993,05/02/2014
Notorious C.A.T,peaches and cream,Male,Canada,6,5,2,3,1,3,651-4414089,09/29/2013
Marlon,peaches and cream,Male,USA,1,1,6,7,2,7,651-1691974,11/11/2013
Leo,butterscotch,Male,UK,2,1,6,6,3,2,651-4709870,05/26/2002
Avril,grey and black,Male,USA,2,4,4,5,2,6,651-6061064,04/30/2013
Snoops,grey and black,Male,Peru,1,1,5,6,7,5,651-2737723,12/07/2005
Darwin,striped,Male,Canada,2,4,6,6,1,5,651-3600742,05/08/2011
Scratches,butterscotch,Male,Thailand,4,6,5,4,2,3,651-5010535,01/15/2017
Vivaldi,black,Female,New Zealand,2,2,6,6,1,7,651-4382229,04/29/2013
Lewis,black,Female,New Zealand,6,1,6,6,1,5,651-4591481,08/26/2009
Catullus,grey,Male,Canada,2,7,3,4,1,5,651-6581081,08/29/2015
Pawndemonium,butterscotch,Male,Canada,2,2,2,6,1,2,651-3487281,07/09/2009
Joan,peaches and cream,Male,Thailand,2,6,3,6,2,5,651-8943248,06/18/2012
Puss,butterscotch,Female,Australia,1,3,7,7,1,1,651-8942723,03/18/2005
Howard,salt and pepper,Male,Spain,1,7,3,1,3,6,651-4295761,06/20/2008
Wheresy,white,Male,Germany,4,4,6,6,7,7,651-6166231,12/19/2013
Jareth the Goblin King,grey and brown,Female,Thailand,6,2,4,5,1,4,651-2371089,06/06/2019
Porky,striped,Male,Germany,1,1,1,7,1,1,651-2535198,01/20/2017
Pip,peaches and cream,Male,Spain,5,5,3,3,2,5,651-5803962,05/16/2018
Gatsby,black,Male,UK,5,1,5,6,2,6,651-3890198,02/02/2011
Britney,peaches and cream,Female,USA,2,2,6,6,4,4,651-3970565,08/01/2009
Levina,orange,Male,Germany,2,2,6,6,2,2,651-3644344,12/02/2018
Chips,brown,Male,Peru,1,4,7,7,1,7,651-4962641,11/11/2004
Kitty Poppins,peaches and cream,Female,Spain,2,5,5,5,6,4,651-3393337,07/31/2000
Raggady Ann,brown,Male,Spain,2,5,7,3,2,4,651-6787553,07/23/2008
Kittin around,tabby,Male,Australia,1,2,6,6,1,7,651-4000447,07/02/1999
Purrson,tabby,Female,Australia,5,2,5,5,2,4,651-2881954,10/29/1999
Mishka,orange,Male,Spain,1,1,7,7,1,5,651-3947393,06/13/2006
Cody,striped,Male,UK,5,2,2,2,1,2,651-3707176,08/03/2015
Mopsy,brown,Female,Australia,2,1,1,6,1,2,651-8146933,12/18/2013
Piebald,salt and pepper,Male,Germany,1,2,6,6,1,1,651-7824533,12/11/2003
Mr Darcy,grey and brown,Male,Spain,1,1,2,6,2,5,651-4529656,03/24/2020
Adam,grey and brown,Female,Spain,3,4,5,5,4,4,651-6710134,02/16/2013
Barbie,tabby,Female,USA,6,2,5,5,6,1,651-3770066,06/10/2015
Darcy,white,Male,USA,1,1,4,7,1,1,651-5094300,08/28/2005
Moggy,white,Female,USA,4,3,5,6,1,2,651-2531472,12/13/2012
Hoomey,brown,Male,France,1,1,7,6,5,6,651-4182730,11/13/2012
Dickens,white,Male,Germany,4,2,6,6,1,6,651-7726357,12/12/2006
Pick,white,Male,France,5,2,5,6,2,5,651-4341353,05/20/2004
Destiny,tabby,Female,China,1,7,6,1,1,7,651-2932637,10/02/2017
Miss Thang,salt and pepper,Male,Spain,3,6,5,2,1,2,651-3009609,11/07/2012
Tuna,grey and black,Female,Germany,5,7,2,1,1,1,651-5726801,01/10/2016
Ebenezer,grey,Female,China,2,6,4,2,2,6,651-8096198,03/18/2008
Buzz,salt and pepper,Female,USA,1,1,4,6,2,5,651-4685155,10/20/2018
Catsy Cline,salt and pepper,Male,Spain,2,6,4,5,2,3,651-8009957,05/22/2013
Asahi,grey,Male,USA,1,5,5,5,2,2,651-7189192,12/19/2005
Katzilla,tabby,Female,Australia,2,3,6,3,5,3,651-4759460,02/21/2011
Spanky,grey and black,Female,UK,3,4,7,6,5,5,651-2486984,06/21/2004
Catapult,white,Female,Germany,1,7,5,4,5,5,651-2823277,06/03/2012
Mushroom,white,Male,China,7,1,5,4,1,7,651-2160683,12/11/2010
Beef Breath,salt and pepper,Female,Spain,5,3,5,5,1,3,651-5714674,04/22/2001
Atali,grey and black,Male,Canada,7,2,5,6,4,5,651-3473009,01/31/2016
Smoochy,orange,Male,Germany,1,3,7,7,4,3,651-7717327,10/15/2004
Minty,grey and black,Male,Spain,6,1,6,5,2,5,651-7924445,12/08/2015
Suki,tabby,Male,Spain,3,7,2,2,1,2,651-6500727,01/24/2005
Bear,orange,Male,Germany,3,6,7,4,1,4,651-4675758,06/30/2002
Speed Bump,tabby,Female,Australia,1,7,3,1,3,4,651-2277436,03/27/2018
Poppet,brown,Male,Thailand,6,7,5,2,5,2,651-4484130,02/25/2018
Pangur Ban,salt and pepper,Female,Spain,6,1,7,7,1,6,651-1617168,02/17/2007
Irish,grey,Male,New Zealand,6,2,2,1,1,7,651-7237921,04/18/2007
Dumbledore,grey and brown,Male,Canada,4,4,2,2,2,2,651-2547745,09/12/2001
Jumper,grey,Male,Peru,2,2,3,6,1,6,651-4779788,02/04/2014
Galahad,butterscotch,Female,Thailand,7,5,2,4,1,3,651-7417926,08/18/2009
Dagwood,butterscotch,Male,Spain,5,1,6,6,1,4,651-7440634,06/27/2009
Kashmir,grey and black,Male,Germany,1,5,7,5,3,1,651-5999395,07/19/2013
Alberta,grey,Male,Spain,2,3,7,5,2,2,651-7115437,09/12/2004
Racoon,grey and black,Male,China,5,5,2,2,6,5,651-5026048,03/18/2016
Eugene,orange,Female,Spain,1,3,4,5,1,1,651-8286928,02/23/2017
Tortilla,butterscotch,Male,China,1,2,6,5,1,1,651-2197166,10/02/2016
Ella,black,Male,Australia,2,7,3,6,1,6,651-2098365,08/29/2009
Cadpig,grey and brown,Male,Germany,6,3,5,3,4,7,651-2541043,11/23/2001
Delta,white,Male,France,6,1,1,6,1,4,651-5957945,09/08/2000
Bad,grey and black,Female,France,5,7,5,3,1,6,651-5169014,06/11/2009
Penelope,white,Male,New Zealand,3,3,3,5,3,5,651-6550844,10/21/2013
Adissechen,grey and brown,Male,Australia,1,1,5,6,1,1,651-5499816,04/29/2011
Punkie,white,Female,Spain,2,2,6,4,1,1,651-8969151,04/21/2016
Tang,black,Female,USA,3,7,6,1,3,7,651-8869248,12/18/2012
Molly,striped,Female,USA,2,2,5,5,2,3,651-6320150,10/10/2010
Zaki,orange,Male,Canada,3,4,5,7,1,4,651-4994612,10/13/2016
Terabyte,white,Male,New Zealand,2,7,7,7,2,6,651-2534425,09/24/2009
Collins,salt and pepper,Female,New Zealand,2,6,5,4,2,3,651-5288036,03/27/2017
Flynn,butterscotch,Female,New Zealand,2,2,6,6,2,4,651-8511633,08/07/2001
Kiwi,butterscotch,Male,Spain,2,5,6,6,1,1,651-8263032,05/22/2013
Hairy Potter,peaches and cream,Male,France,1,2,4,5,1,7,651-7043724,10/19/2016
Atali,grey,Male,Spain,1,1,7,6,1,1,651-3475133,02/10/2013
Big,white,Female,USA,5,2,1,2,5,1,651-8624819,05/16/2006
Kopy Cat,striped,Male,New Zealand,5,1,4,4,2,6,651-8205655,10/25/2017
Tenza,tabby,Male,Spain,6,2,6,6,1,4,651-2892009,11/01/2017
Courvoisier,tabby,Male,Canada,5,5,6,3,2,5,651-3239168,11/24/2014
Vegetarian,orange,Male,USA,2,5,4,5,5,2,651-7417198,01/28/2009
Chew,grey,Female,France,2,1,3,7,1,1,651-7756816,02/06/2016
Fleming,peaches and cream,Male,USA,5,4,7,2,5,3,651-6590514,10/16/2015
Casey,butterscotch,Male,Peru,1,5,7,3,1,5,651-4140451,04/04/2012
Snoops,tabby,Male,New Zealand,7,4,2,6,1,5,651-7220997,03/29/2016
Chunky,striped,Male,New Zealand,1,6,4,4,3,4,651-4830950,05/15/2018
Whatsit,salt and pepper,Male,China,2,3,5,6,2,3,651-5661453,03/24/2011
Nigglet,black,Female,UK,7,1,4,7,1,4,651-7756470,12/22/2004
Batty,striped,Male,Spain,2,6,5,3,1,4,651-5521972,11/06/2014
Kitty-Wan-Kenobi,black,Female,Peru,4,5,4,4,4,3,651-6805972,10/17/2008
Ptolemaeus,grey,Male,Spain,1,1,7,7,1,2,651-8685380,08/07/2003
Adela,brown,Female,UK,1,7,6,2,1,7,651-5591012,04/13/2016
Beauty,striped,Female,Germany,5,1,7,7,1,3,651-1579992,05/15/2014
Teka Leeka,grey and brown,Male,China,2,2,4,6,1,3,651-8649856,05/26/2015
Sheridan,grey and black,Female,USA,3,2,7,6,2,1,651-6956179,05/11/2004
Courtney,grey,Male,Germany,3,5,5,6,2,5,651-2894718,06/20/2009
Aldona,grey and black,Male,UK,5,3,4,3,5,4,651-5811943,12/07/2006
Shreds,grey and brown,Female,Spain,7,7,7,5,1,1,651-2238471,11/13/2004
Chang Saw,peaches and cream,Female,Peru,1,3,5,4,1,3,651-6877675,12/20/2001
Tater Bug,butterscotch,Male,Australia,1,1,1,4,1,7,651-6057235,06/22/2014
Winona,striped,Male,UK,1,6,6,4,1,2,651-5289995,10/02/2011
Gertrude,brown,Male,Germany,4,7,4,1,1,7,651-7556594,10/22/2016
Meowsical,brown,Female,Thailand,2,1,7,7,1,3,651-3719455,06/25/2005
Booboo,orange,Female,Canada,5,4,7,7,3,7,651-3557354,04/10/2020
Maxi,tabby,Female,Australia,2,5,3,5,1,5,651-7934607,10/04/2014
Cat,peaches and cream,Male,Peru,7,2,3,6,3,4,651-2727625,09/08/2004
Liam,orange,Unsure,Canada,1,1,7,7,2,6,651-6004698,01/04/2010
Steve,white,Male,USA,7,1,1,3,5,4,651-6410287,05/17/1999
Africa,salt and pepper,Female,Canada,1,4,5,6,1,2,651-4004530,05/21/2007
Ruff,tabby,Male,Canada,2,1,7,7,7,2,651-2955645,03/06/2005
Bray,tabby,Female,UK,1,1,7,7,1,1,651-4923541,09/05/2008
Flossy,grey and black,Female,Australia,2,1,5,6,1,3,651-2321004,11/19/2002
Stretch,striped,Female,New Zealand,2,1,6,6,1,7,651-2533818,02/16/2017
Dijon,butterscotch,Male,Peru,2,4,6,5,2,3,651-2483085,08/11/2014
Paws,butterscotch,Male,Australia,2,5,7,2,1,5,651-7893078,01/22/2003
Kit Kat,butterscotch,Female,France,1,4,7,5,1,1,651-8688636,03/11/2002
Marshmallow,white,Male,New Zealand,2,6,5,3,2,3,651-7861271,08/07/2013
Bast,white,Unsure,Peru,1,2,1,2,1,6,651-7172580,12/03/2015
Kramer,grey and black,Male,France,2,5,6,3,1,1,651-3475408,02/21/2010
Scarlett O'Hairy,striped,Female,France,1,1,2,7,1,7,651-5880071,11/20/2012
Alma,grey and brown,Female,Australia,1,2,6,5,1,3,651-4816104,04/07/2002
Jethro,peaches and cream,Female,China,2,5,5,2,1,2,651-5679300,03/01/2016
General Sherman,salt and pepper,Male,Canada,2,2,6,6,2,5,651-8732485,01/23/2015
